,,period,name,degree
ansi-styles@0.2.0,0.00016395990532401728,2015-06-01,ansi-styles@0.2.0,0.00016395990532401728
ansi-styles@0.2.0,0.0001997069564948518,2015-03-01,ansi-styles@0.2.0,0.0001997069564948518
ansi-styles@0.2.0,0.00023625092243311556,2015-01-01,ansi-styles@0.2.0,0.00023625092243311556
ansi-styles@0.2.0,0.00031391441765785875,2014-01-01,ansi-styles@0.2.0,0.00031391441765785875
ansi-styles@0.2.0,0.00036238594966146086,2014-06-01,ansi-styles@0.2.0,0.00036238594966146086
ansi-styles@0.2.0,0.0003817701358701034,2014-03-01,ansi-styles@0.2.0,0.0003817701358701034
ansi-styles@0.2.0,0.0003886721841125886,2014-04-01,ansi-styles@0.2.0,0.0003886721841125886
ansi-styles@1.0.0,0.000345304798762382,2014-03-01,ansi-styles@1.0.0,0.000345304798762382
ansi-styles@1.0.0,0.0006348857616040966,2014-04-01,ansi-styles@1.0.0,0.0006348857616040966
ansi-styles@1.0.0,0.0006800451549468313,2017-01-01,ansi-styles@1.0.0,0.0006800451549468313
ansi-styles@1.0.0,0.0006895806161404,2016-03-01,ansi-styles@1.0.0,0.0006895806161404
ansi-styles@1.0.0,0.0007643686230912101,2016-01-01,ansi-styles@1.0.0,0.0007643686230912101
ansi-styles@1.0.0,0.0008103256009134676,2016-09-01,ansi-styles@1.0.0,0.0008103256009134676
ansi-styles@1.0.0,0.0009231772783655506,2015-09-01,ansi-styles@1.0.0,0.0009231772783655506
ansi-styles@1.0.0,0.0009321984813358718,2016-06-01,ansi-styles@1.0.0,0.0009321984813358718
ansi-styles@1.0.0,0.0010523164756235132,2015-06-01,ansi-styles@1.0.0,0.0010523164756235132
ansi-styles@1.0.0,0.0011877743791457265,2015-03-01,ansi-styles@1.0.0,0.0011877743791457265
ansi-styles@1.0.0,0.0013650968907297726,2014-06-01,ansi-styles@1.0.0,0.0013650968907297726
ansi-styles@1.0.0,0.001555599193551403,2015-01-01,ansi-styles@1.0.0,0.001555599193551403
ansi-styles@1.1.0,0.0003442368216832808,2016-03-01,ansi-styles@1.1.0,0.0003442368216832808
ansi-styles@1.1.0,0.00037450993405754,2016-01-01,ansi-styles@1.1.0,0.00037450993405754
ansi-styles@1.1.0,0.00042962429426755735,2015-09-01,ansi-styles@1.1.0,0.00042962429426755735
ansi-styles@1.1.0,0.0004374467979727205,2015-03-01,ansi-styles@1.1.0,0.0004374467979727205
ansi-styles@1.1.0,0.0004454968014288004,2017-01-01,ansi-styles@1.1.0,0.0004454968014288004
ansi-styles@1.1.0,0.00045951223123840134,2015-06-01,ansi-styles@1.1.0,0.00045951223123840134
ansi-styles@1.1.0,0.0004893660232558433,2015-01-01,ansi-styles@1.1.0,0.0004893660232558433
ansi-styles@1.1.0,0.0004999970380201394,2016-09-01,ansi-styles@1.1.0,0.0004999970380201394
ansi-styles@1.1.0,0.0005496639927164656,2016-06-01,ansi-styles@1.1.0,0.0005496639927164656
ansi-styles@2.0.0,0.00018871383426398528,2017-01-01,ansi-styles@2.0.0,0.00018871383426398528
ansi-styles@2.0.0,0.00019907108230788871,2016-09-01,ansi-styles@2.0.0,0.00019907108230788871
ansi-styles@2.0.0,0.0002097574328418724,2016-06-01,ansi-styles@2.0.0,0.0002097574328418724
ansi-styles@2.0.1,0.00021307549984525868,2015-09-01,ansi-styles@2.0.1,0.00021307549984525868
ansi-styles@2.0.1,0.0002571135757827571,2016-01-01,ansi-styles@2.0.1,0.0002571135757827571
ansi-styles@2.0.1,0.00026511644672598826,2016-03-01,ansi-styles@2.0.1,0.00026511644672598826
ansi-styles@2.0.1,0.0005073430598597724,2017-01-01,ansi-styles@2.0.1,0.0005073430598597724
ansi-styles@2.0.1,0.0005318800617343241,2016-09-01,ansi-styles@2.0.1,0.0005318800617343241
ansi-styles@2.0.1,0.0005419076285533078,2016-06-01,ansi-styles@2.0.1,0.0005419076285533078
ansi-styles@2.1.0,0.0001461753137767299,2016-03-01,ansi-styles@2.1.0,0.0001461753137767299
ansi-styles@2.1.0,0.00042979642207926393,2017-01-01,ansi-styles@2.1.0,0.00042979642207926393
ansi-styles@2.1.0,0.00047431712122815705,2016-09-01,ansi-styles@2.1.0,0.00047431712122815705
ansi-styles@2.1.0,0.0005010065759714245,2016-06-01,ansi-styles@2.1.0,0.0005010065759714245
ansi-styles@2.2.1,0.00022211033372958558,2016-09-01,ansi-styles@2.2.1,0.00022211033372958558
ansi-styles@2.2.1,0.0004077196412655506,2017-01-01,ansi-styles@2.2.1,0.0004077196412655506
ansi@0.1.2,0.00016703765137306817,2014-06-01,ansi@0.1.2,0.00016703765137306817
ansi@0.1.2,0.000178282070256254,2014-04-01,ansi@0.1.2,0.000178282070256254
ansi@0.1.2,0.00019051131410055715,2014-03-01,ansi@0.1.2,0.00019051131410055715
ansi@0.1.2,0.00022090439903140973,2014-01-01,ansi@0.1.2,0.00022090439903140973
ansi@0.1.2,0.0002812225550645107,2013-03-01,ansi@0.1.2,0.0002812225550645107
ansi@0.1.2,0.00028901039844976247,2013-06-01,ansi@0.1.2,0.00028901039844976247
ansi@0.1.2,0.0002946931887971383,2013-09-01,ansi@0.1.2,0.0002946931887971383
ansi@0.1.2,0.00030121804126045357,2013-01-01,ansi@0.1.2,0.00030121804126045357
ansi@0.2.1,0.00018148018786165083,2014-06-01,ansi@0.2.1,0.00018148018786165083
ap@0.1.0,0.00020245529862792595,2013-09-01,ap@0.1.0,0.00020245529862792595
ap@0.1.0,0.00028222284826975446,2013-06-01,ap@0.1.0,0.00028222284826975446
ap@0.1.0,0.0003969961377816341,2013-03-01,ap@0.1.0,0.0003969961377816341
ap@0.1.0,0.0005224362996299298,2013-01-01,ap@0.1.0,0.0005224362996299298
argparse@1.0.2,0.0003066365271193333,2017-01-01,argparse@1.0.2,0.0003066365271193333
argparse@1.0.2,0.0003384595807463999,2016-09-01,argparse@1.0.2,0.0003384595807463999
argparse@1.0.2,0.00034989625174599936,2016-06-01,argparse@1.0.2,0.00034989625174599936
argparse@1.0.7,0.0002458977597912158,2017-01-01,argparse@1.0.7,0.0002458977597912158
argsparser@0.0.6,0.00017750437817234285,2014-01-01,argsparser@0.0.6,0.00017750437817234285
argsparser@0.0.6,0.00019768804411033605,2013-01-01,argsparser@0.0.6,0.00019768804411033605
argsparser@0.0.6,0.00021822778821543577,2013-09-01,argsparser@0.0.6,0.00021822778821543577
argsparser@0.0.6,0.000272260553893812,2013-06-01,argsparser@0.0.6,0.000272260553893812
argsparser@0.0.6,0.00031705624716081294,2013-03-01,argsparser@0.0.6,0.00031705624716081294
argx@1.3.0,0.00017161864904840674,2016-01-01,argx@1.3.0,0.00017161864904840674
argx@1.3.0,0.00023387567339025697,2016-03-01,argx@1.3.0,0.00023387567339025697
argx@1.3.1,0.00019842254573342147,2016-01-01,argx@1.3.1,0.00019842254573342147
argx@1.3.1,0.00020569293469229326,2017-01-01,argx@1.3.1,0.00020569293469229326
argx@1.3.1,0.0002490844788890246,2016-09-01,argx@1.3.1,0.0002490844788890246
argx@1.3.1,0.00027376745175864125,2017-06-01,argx@1.3.1,0.00027376745175864125
argx@1.3.1,0.000287889444598824,2016-06-01,argx@1.3.1,0.000287889444598824
argx@1.3.1,0.0003168648399422757,2017-03-01,argx@1.3.1,0.0003168648399422757
argx@1.3.1,0.0003743199113395684,2016-03-01,argx@1.3.1,0.0003743199113395684
argx@2.0.2,0.00018194100729959493,2017-03-01,argx@2.0.2,0.00018194100729959493
array-differ@1.0.0,0.00014547540798990678,2017-01-01,array-differ@1.0.0,0.00014547540798990678
array-differ@1.0.0,0.00015043026257379502,2016-06-01,array-differ@1.0.0,0.00015043026257379502
array-differ@1.0.0,0.00015095275598696204,2016-09-01,array-differ@1.0.0,0.00015095275598696204
array-uniq@1.0.2,0.00016605397997112702,2016-09-01,array-uniq@1.0.2,0.00016605397997112702
array-uniq@1.0.2,0.00018321381517104045,2017-01-01,array-uniq@1.0.2,0.00018321381517104045
arrayreduce@1.0.3,0.00014934473796547558,2016-03-01,arrayreduce@1.0.3,0.00014934473796547558
asap@1.0.0,0.0003341756121276554,2014-06-01,asap@1.0.0,0.0003341756121276554
asap@1.0.0,0.0004400766174329719,2017-01-01,asap@1.0.0,0.0004400766174329719
asap@1.0.0,0.0005198040988325841,2015-03-01,asap@1.0.0,0.0005198040988325841
asap@1.0.0,0.0005213170945976392,2016-09-01,asap@1.0.0,0.0005213170945976392
asap@1.0.0,0.0005424081635574076,2016-03-01,asap@1.0.0,0.0005424081635574076
asap@1.0.0,0.0005516856355720393,2016-01-01,asap@1.0.0,0.0005516856355720393
asap@1.0.0,0.0005663586845684798,2015-09-01,asap@1.0.0,0.0005663586845684798
asap@1.0.0,0.0005755201067648866,2015-06-01,asap@1.0.0,0.0005755201067648866
asap@1.0.0,0.0005978721174644908,2016-06-01,asap@1.0.0,0.0005978721174644908
asap@1.0.0,0.0006288526546375471,2015-01-01,asap@1.0.0,0.0006288526546375471
asap@2.0.1,0.0001497333870594394,2016-09-01,asap@2.0.1,0.0001497333870594394
asap@2.0.1,0.0001680408901590044,2016-06-01,asap@2.0.1,0.0001680408901590044
asap@2.0.3,0.0001903161299561412,2016-01-01,asap@2.0.3,0.0001903161299561412
asap@2.0.3,0.000228726117714423,2016-03-01,asap@2.0.3,0.000228726117714423
asap@2.0.3,0.0006943076642159327,2016-06-01,asap@2.0.3,0.0006943076642159327
asap@2.0.3,0.0007646923138961654,2016-09-01,asap@2.0.3,0.0007646923138961654
asap@2.0.3,0.0008275090690436624,2017-01-01,asap@2.0.3,0.0008275090690436624
asn1@0.1.11,0.00017393467831507535,2015-01-01,asn1@0.1.11,0.00017393467831507535
asn1@0.1.11,0.00018757010568190886,2014-01-01,asn1@0.1.11,0.00018757010568190886
asn1@0.1.11,0.00020440371529206763,2014-06-01,asn1@0.1.11,0.00020440371529206763
asn1@0.1.11,0.00021362185335646857,2014-03-01,asn1@0.1.11,0.00021362185335646857
asn1@0.1.11,0.0002286048705626662,2014-04-01,asn1@0.1.11,0.0002286048705626662
asn1@0.1.11,0.00024302628804194406,2016-03-01,asn1@0.1.11,0.00024302628804194406
asn1@0.1.11,0.00026370574587067114,2016-01-01,asn1@0.1.11,0.00026370574587067114
asn1@0.1.11,0.0002912358022561103,2015-09-01,asn1@0.1.11,0.0002912358022561103
asn1@0.1.11,0.0003045674331818033,2015-06-01,asn1@0.1.11,0.0003045674331818033
asn1@0.1.11,0.0003206029798133841,2015-03-01,asn1@0.1.11,0.0003206029798133841
assert-plus@0.1.2,0.000192597273215036,2015-01-01,assert-plus@0.1.2,0.000192597273215036
assert-plus@0.1.2,0.0002010107757664382,2013-03-01,assert-plus@0.1.2,0.0002010107757664382
assert-plus@0.1.2,0.00020474171248157082,2016-03-01,assert-plus@0.1.2,0.00020474171248157082
assert-plus@0.1.2,0.00022727904419855344,2016-01-01,assert-plus@0.1.2,0.00022727904419855344
assert-plus@0.1.2,0.00025135032330523096,2013-06-01,assert-plus@0.1.2,0.00025135032330523096
assert-plus@0.1.2,0.00025190719506692485,2014-06-01,assert-plus@0.1.2,0.00025190719506692485
assert-plus@0.1.2,0.00027495532276307203,2013-09-01,assert-plus@0.1.2,0.00027495532276307203
assert-plus@0.1.2,0.0002757472796510132,2015-09-01,assert-plus@0.1.2,0.0002757472796510132
assert-plus@0.1.2,0.0003041909940666084,2014-01-01,assert-plus@0.1.2,0.0003041909940666084
assert-plus@0.1.2,0.0003109301678386121,2014-04-01,assert-plus@0.1.2,0.0003109301678386121
assert-plus@0.1.2,0.0003134563791108468,2015-06-01,assert-plus@0.1.2,0.0003134563791108468
assert-plus@0.1.2,0.0003193944483401953,2014-03-01,assert-plus@0.1.2,0.0003193944483401953
assert-plus@0.1.2,0.0003351569234070233,2015-03-01,assert-plus@0.1.2,0.0003351569234070233
assert-plus@0.1.5,0.00015568546991128176,2016-01-01,assert-plus@0.1.5,0.00015568546991128176
assert-plus@0.1.5,0.00015601494110793017,2016-03-01,assert-plus@0.1.5,0.00015601494110793017
assertion-error@1.0.0,0.00016382364644138684,2015-03-01,assertion-error@1.0.0,0.00016382364644138684
assertion-error@1.0.0,0.0001660090722481608,2015-06-01,assertion-error@1.0.0,0.0001660090722481608
assertion-error@1.0.0,0.00017333271679601295,2014-03-01,assertion-error@1.0.0,0.00017333271679601295
assertion-error@1.0.0,0.00018023288082026352,2014-04-01,assertion-error@1.0.0,0.00018023288082026352
assertion-error@1.0.0,0.000193609342019859,2017-01-01,assertion-error@1.0.0,0.000193609342019859
assertion-error@1.0.0,0.00022734950640622816,2014-06-01,assertion-error@1.0.0,0.00022734950640622816
assertion-error@1.0.0,0.00023069206562097605,2016-09-01,assertion-error@1.0.0,0.00023069206562097605
assertion-error@1.0.0,0.00025540359806397136,2015-01-01,assertion-error@1.0.0,0.00025540359806397136
assertion-error@1.0.0,0.00026287471651563856,2016-06-01,assertion-error@1.0.0,0.00026287471651563856
assertion-error@1.0.1,0.00016057635655792113,2016-06-01,assertion-error@1.0.1,0.00016057635655792113
assertion-error@1.0.1,0.00022478778350239656,2016-09-01,assertion-error@1.0.1,0.00022478778350239656
assertion-error@1.0.1,0.00024842240627099985,2017-01-01,assertion-error@1.0.1,0.00024842240627099985
assertions@2.3,0.00022622335600372268,2013-01-01,assertions@2.3,0.00022622335600372268
async@*,0.0002632826071998044,2017-01-01,async@*,0.0002632826071998044
async@*,0.0003002774475726482,2016-09-01,async@*,0.0003002774475726482
async@*,0.00033699915818980516,2016-06-01,async@*,0.00033699915818980516
async@*,0.0007796579849470297,2016-03-01,async@*,0.0007796579849470297
async@*,0.0007946498277392682,2017-06-01,async@*,0.0007946498277392682
async@*,0.0008717133729499845,2016-01-01,async@*,0.0008717133729499845
async@*,0.0008997216076677389,2017-03-01,async@*,0.0008997216076677389
async@*,0.0010411266953238283,2015-09-01,async@*,0.0010411266953238283
async@*,0.0011939035301006407,2015-06-01,async@*,0.0011939035301006407
async@*,0.0012209258143637122,2015-01-01,async@*,0.0012209258143637122
async@*,0.0013895186253183585,2015-03-01,async@*,0.0013895186253183585
async@*,0.0017087936777395647,2014-06-01,async@*,0.0017087936777395647
async@*,0.0021392437963375925,2014-04-01,async@*,0.0021392437963375925
async@*,0.0022148699327696687,2014-03-01,async@*,0.0022148699327696687
async@*,0.0024570359788079563,2014-01-01,async@*,0.0024570359788079563
async@*,0.0026124994970966246,2013-06-01,async@*,0.0026124994970966246
async@*,0.002651258630185693,2013-01-01,async@*,0.002651258630185693
async@*,0.002697309212125431,2013-09-01,async@*,0.002697309212125431
async@*,0.0029256594972836966,2013-03-01,async@*,0.0029256594972836966
async@0.1,0.0001772252498169972,2014-01-01,async@0.1,0.0001772252498169972
async@0.1,0.00023502449132084953,2013-09-01,async@0.1,0.00023502449132084953
async@0.1,0.0003237826962877335,2013-06-01,async@0.1,0.0003237826962877335
async@0.1,0.00040036950863633566,2013-03-01,async@0.1,0.00040036950863633566
async@0.1,0.00041423460193524615,2013-01-01,async@0.1,0.00041423460193524615
async@0.1.15,0.0001682892854377533,2017-01-01,async@0.1.15,0.0001682892854377533
async@0.1.15,0.0001721562093989284,2016-03-01,async@0.1.15,0.0001721562093989284
async@0.1.15,0.0001905499958803502,2016-01-01,async@0.1.15,0.0001905499958803502
async@0.1.15,0.00019699323207692258,2016-09-01,async@0.1.15,0.00019699323207692258
async@0.1.15,0.00021655336577655672,2016-06-01,async@0.1.15,0.00021655336577655672
async@0.1.15,0.0002369100001346056,2015-09-01,async@0.1.15,0.0002369100001346056
async@0.1.15,0.00027868275769623294,2015-06-01,async@0.1.15,0.00027868275769623294
async@0.1.15,0.00033115661811273085,2015-03-01,async@0.1.15,0.00033115661811273085
async@0.1.15,0.00041073048034374595,2015-01-01,async@0.1.15,0.00041073048034374595
async@0.1.15,0.000612161780031474,2014-06-01,async@0.1.15,0.000612161780031474
async@0.1.15,0.0006706562679885122,2014-04-01,async@0.1.15,0.0006706562679885122
async@0.1.15,0.0007188510483365254,2014-03-01,async@0.1.15,0.0007188510483365254
async@0.1.15,0.0008497683946270696,2014-01-01,async@0.1.15,0.0008497683946270696
async@0.1.15,0.0010814865754896045,2013-09-01,async@0.1.15,0.0010814865754896045
async@0.1.15,0.001416255280679859,2013-06-01,async@0.1.15,0.001416255280679859
async@0.1.15,0.0019168362046279189,2013-03-01,async@0.1.15,0.0019168362046279189
async@0.1.15,0.002026304449934183,2013-01-01,async@0.1.15,0.002026304449934183
async@0.1.16,0.00022312281836399581,2013-03-01,async@0.1.16,0.00022312281836399581
async@0.1.16,0.0002498148065342505,2013-01-01,async@0.1.16,0.0002498148065342505
async@0.1.18,0.00016782764455336763,2015-06-01,async@0.1.18,0.00016782764455336763
async@0.1.18,0.00020581987378075263,2015-03-01,async@0.1.18,0.00020581987378075263
async@0.1.18,0.00022763779109038118,2015-01-01,async@0.1.18,0.00022763779109038118
async@0.1.18,0.00038193768868313797,2014-06-01,async@0.1.18,0.00038193768868313797
async@0.1.18,0.00047879722007158074,2014-04-01,async@0.1.18,0.00047879722007158074
async@0.1.18,0.0005192353483204602,2014-03-01,async@0.1.18,0.0005192353483204602
async@0.1.18,0.0006209286146763974,2014-01-01,async@0.1.18,0.0006209286146763974
async@0.1.18,0.0008367674257218218,2013-09-01,async@0.1.18,0.0008367674257218218
async@0.1.18,0.0011333212317599965,2013-06-01,async@0.1.18,0.0011333212317599965
async@0.1.18,0.0016416466591582203,2013-03-01,async@0.1.18,0.0016416466591582203
async@0.1.18,0.0020490641390340414,2013-01-01,async@0.1.18,0.0020490641390340414
async@0.1.22,0.00027348141213374175,2017-01-01,async@0.1.22,0.00027348141213374175
async@0.1.22,0.00032346179454480586,2016-09-01,async@0.1.22,0.00032346179454480586
async@0.1.22,0.0003735166357416229,2016-06-01,async@0.1.22,0.0003735166357416229
async@0.1.22,0.0004331817237368604,2017-06-01,async@0.1.22,0.0004331817237368604
async@0.1.22,0.0005006125978242638,2017-03-01,async@0.1.22,0.0005006125978242638
async@0.1.22,0.00055830481891756,2016-03-01,async@0.1.22,0.00055830481891756
async@0.1.22,0.0006323856914364348,2016-01-01,async@0.1.22,0.0006323856914364348
async@0.1.22,0.0008126105011113273,2015-09-01,async@0.1.22,0.0008126105011113273
async@0.1.22,0.0009921068130990106,2015-06-01,async@0.1.22,0.0009921068130990106
async@0.1.22,0.001216750326509951,2015-03-01,async@0.1.22,0.001216750326509951
async@0.1.22,0.0012258595024378267,2015-01-01,async@0.1.22,0.0012258595024378267
async@0.1.22,0.0020491436818727785,2014-06-01,async@0.1.22,0.0020491436818727785
async@0.1.22,0.0026557815490271136,2014-04-01,async@0.1.22,0.0026557815490271136
async@0.1.22,0.0029009269589459438,2014-03-01,async@0.1.22,0.0029009269589459438
